Compania,Articulo,Descripcion,UdVta,ClaveAcceso,CostoEstandar
225,LKS320019626,LAMINA C-3,PZA,115084          ,3.8958
225,LKS320019674,LAMINA 67758457-67750069 UNIMG,PZA,001021          ,2.3748
225,LKS320019676,LAMINA CO658 CORR.SV ZERO CALO,PZA,570             ,2.3501
225,LKS320019717,LAMINA 67801950 UNIPOFV6609,PZA,001021          ,5.10349999999999
225,LKS320019718,LAMINA 67786556 UNIAXJL6531,PZA,001021          ,2.3748
225,LKS320019751,LAMINA 67803160 UNIAX-JO-4629-,PZA,001021          ,4.28869999999999
225,LKS320019833,LAMINA FHSC002,PZA,871             ,4.65349999999999
225,LKS320019879,LAMINA FHSC007,PZA,871             ,2.8116
225,LKS320019887,LAMINA TSL001- 1,PZA,871             ,8.8301
225,LKS320019889,LAMINA CAJA NO. 2,PZA,115092          ,17.6812
225,LKS320019912,LAMINA 13SH,PZA,871             ,3.2492
225,LKS320019980,LAMINA 300109821 BTAPA (12),PZA,459             ,13.0581
225,LKS320019991,LAMINA BOBINA TAPA 300109828,PZA,459             ,6.3918
225,LKS320020084,LAMINA 7IBT,PZA,871             ,4.8872
225,LKS320020114,LAMINA 7IMD,PZA,871             ,3.31339999999999
225,LKS320020160,LAMINA 99X108 LAMODBR1252A,PZA,001021          ,7.54789999999999
225,LKS320020172,LAM. 67932713 UNIDOMP 6779-B,PZA,001021          ,3.3506
225,LKS320020243,LAMINA 67980837 UNISACH 7045,PZA,001021          ,7.41079999999999
225,LKS320020255,LAM. 50014894 CASE DEL RANCHO,PZA,827             ,2.2671
225,LKS320020318,LAM. 86838729 CC VETRIDERM 12X,PZA,115142          ,3.2033
225,LKS320020331,LAMINA LAM 21,PZA,115059          ,4.35309999999999
225,LKS320020352,LAM. 86473615 CORRUGADO BAYOPE,PZA,115142          ,2.19449999999999
225,LKS320020354,LAM. 85918869 CORRUGADO BOLFO,PZA,115142          ,3.2712
225,LKS320020365,LAMINA RALOY 10714,PZA,003020          ,4.3122
225,LKS320020390,LAMINA CC04,PZA,115101          ,10.9306
225,LKS320020408,LAMINA 104X99 DAVIGBR 6356,PZA,001021          ,7.256
225,LKS320020416,LAMINA C-C807 15SP10SC2,PZA,138             ,2.9436
225,LKS320020427,LAM. 51390 DUVALIN 23 g EXPORT,PZA,115111          ,5.4831
225,LKS320020460,LAM. 86474735 CORRUGADO BOLFO,PZA,115142          ,3.64239999999999
225,LKS320020493,LAMINA IM002558,PZA,298             ,3.45939999999999
225,LKS320020494,LAMINA IM002559,PZA,298             ,1.9658
225,LKS320020511,LAM. CO410 CORRUGADO SC 24 SB,PZA,570             ,2.0796
225,LKS320020524,LAMINA CAJA 03,PZA,115104          ,7.8408
225,LKS320020541,LAMINA 62X119 UNIAXBR7383,PZA,001021          ,5.2012
225,LKS320020574,LAMINA E-07016,PZA,810             ,9.1983
225,LKS320020634,LAMINA 85928848 CORRUGADO BOLF,PZA,115142          ,4.708
225,LKS320020677,LAM.  CO805 CORR MK 500 SOBRES,PZA,570             ,1.7372
225,LKS320020689,LAM. E1002AU 61100024006,PZA,864             ,17.4732
225,LKS320020753,LAMINA GENERICO RESERVADO,PZA,000991          ,4.25439999999999
225,LKS320020837,LAMINA CHSL0022,PZA,871             ,2.2952
225,LKS320020855,LAMINA 2645332,PZA,262             ,7.0186
225,LKS320020864,LAM. EMCC0034 CAJA MEDIANA B,PZA,115130          ,11.5686
225,LKS320020901,LAMINA IM002624,PZA,298             ,5.5278
225,LKS320021030,LAM. 7IXF CAJA REGULAR SIN IMP,PZA,871             ,2.7621
225,LKS320021050,LAMINA MP00066 HL-BIG,PZA,013002          ,4.1602
225,LKS32007823,LAMINA PL-1-N,PZA,44              ,1.8733
225,LKS32008710,LAMINA ARCHIVERO 529,PZA,207             ,19.7492999999999
225,LKS320116974,LAMINA N°5 X 2 PZAS,PZA,44              ,6.5467
225,LKS320117721,LAMINA N°2 X 2PZ,PZA,44              ,4.602
225,LKS320118210,LAMINA TABACO B COX,PZA,162             ,7.1713
225,LKS320121090,LAM. TAPA 1 COMPUTERDCH-32,PZA,001032          ,4.7352
225,LKS36000461,LAMINA CAJA DESPENSA,PZA,44              ,8.4822
225,LKS360016024,LAMINA  ARCHIVO,PZA,907             ,9.1052
225,LKS360017371,LAMINA N° 4 E MACARONI,PZA,44              ,11.0286
225,LKS360017713,LAMINA No 3 1/2 x 1 PZAS,PZA,44              ,2.5544
225,LKS360017826,LAMINA CHICA 50.0X30.0X26.0,PZA,115026          ,6.5459
225,LKS360018007,LAMINA 99X55 11-R0174,PZA,001021          ,7.4879
225,LKS360018785,LAM. 67366145 UNIICL5416B,PZA,001021          ,3.0298
225,LKS360018933,LAM.1/RG C.LATERAL LM 220G VE,PZA,002012          ,5.16679999999999
225,LKS360019206,LAMINA PROYECTO 88,PZA,000991          ,5.661
225,LKS360019348,LAMINA DE LUIGI 3,PZA,002012          ,5.925
225,LKS360019580,LAMINA 67740058 UNIKNJL 6403B,PZA,001021          ,5.4743
225,LKS360019772,LAMINA CO644 + LIBRETA,PZA,570             ,5.2675
225,LKS360020049,LAM. 67932710 UNITR-JL-6753-C,PZA,001021          ,4.4771
225,LKS360020057,LAMINA 55X86 UNIKNBR2933,PZA,001021          ,3.4614
225,LKS360020070,LAMINA 140X67 MJNEWBR6119,PZA,001021          ,6.88519999999999
225,LKS360020095,LAMINA 89X111 DAVSJEL6366F,PZA,001021          ,7.2585
225,LKS360020139,LAMINA 67919224 UNIHL-FV-6814,PZA,001021          ,4.2775
225,LKS360020271,LAMINA 67988203 UNIEGBR 7063,PZA,001021          ,3.793
225,LKS360020296,LAMINA 68131816 UNIAXJL 7195,PZA,001021          ,2.5858
225,LKS360020370,LAM. 68140502 UNIKNJL 6941-B/U,PZA,001021          ,10.1875
225,LKS360020383,LAMINA 13247,PZA,576             ,12.4531
225,LKS360020615,LAM. No.2 LM 220g,PZA,44              ,2.4432
225,LKS360020616,LAM. No. 3 1/2 LM 220g,PZA,44              ,2.7307
225,LKS360020759,LAMINA 122X70,PZA,001021          ,6.2532
225,LKS360020831,LAM. 68334026 UNIKNFV 6690,PZA,001021          ,3.6211
225,LKS360020914,LAM. 2059641 MJNCTJO5459,PZA,001021          ,4.3753
225,LKS36008610,LAMINA #8,PZA,524             ,12.9182999999999
225,LKS360115685,LAMINA No.3 1/2 CON SUAJE X 1,PZA,44              ,2.71
225,LKS360117938,LAMINA TAPA ARCHIVO,PZA,907             ,4.3757
225,LKS360120592,LAMINA No. 4 X 2 pzas.,PZA,44              ,6.01789999999999
225,LKS360220588,LAMINA 1/RG X 4 pzas.,PZA,44              ,8.6183
225,LKS400016722,LAMINA 1704 TROYANAS CHOCOLATE,PZA,002004          ,3.90069999999999
225,LKS400017003,LAMINA W9,PZA,44              ,7.2032
225,LKS400017427,LAMINA IM002140,PZA,298             ,6.3286
225,LKS400017995,LAMINA No.5,PZA,000999          ,8.2685
225,LKS400018340,LAMINA 200023,PZA,001006          ,3.513
225,LKS400018376,LAMINA CHAROLA POPCORN,PZA,115065          ,17.0434
225,LKS400018403,LAMINA ARCHIVO CARTA,PZA,115012          ,10.4167
225,LKS400018466,LAMINA CAJA 1 LM 250g,PZA,44              ,3.6461
225,LKS400019212,LAM 70509032 CORR AHLLD GENERI,PZA,778             ,5.6748
225,LKS400019265,LAMINA W13 CODO 3,PZA,44              ,3.72009999999999
225,LKS400019324,LAMINA W14 FIDEO 1,PZA,002012          ,4.17249999999999
225,LKS400019686,LAMINA CODO 4 MF6 220,PZA,44              ,4.5244
225,LKS400019690,LAMINA ESTRELLA MF9 220,PZA,44              ,3.458
225,LKS400019691,LAMINA OJITO MF18 220,PZA,44              ,3.458
225,LKS400019824,LAMINA CAJA KFT 40X40X155CM MA,PZA,115058          ,12.2362
225,LKS400019868,LAMINA A1,PZA,827             ,1.7239
225,LKS400019888,LAMINA CRUCETA,PZA,115096          ,5.8101
225,LKS400019966,LAMINA FRAM 10347,PZA,003020          ,5.9992
225,LKS400020063,LAMINA CUBOS CON SUAJE,PZA,115045          ,5.69659999999999
225,LKS400020064,LAMINA USA CON SUAJE,PZA,115045          ,3.63729999999999
225,LKS400020269,LAM. MP-COR-0039 CJA KFT 18"X3,PZA,115058          ,15.016
225,LKS400020349,LAM. 033504 CAJA PRINCIPE (12),PZA,115103          ,4.8018
225,LKS400020401,LAMINA 1099,PZA,008019          ,8.5468
225,LKS400020450,LAM. MP-COR-0044 CJA KFT 27"X1,PZA,115058          ,25.0469
225,LKS400020553,LAMINA HONDA 10722,PZA,003020          ,6.072
225,LKS400020688,LAMINA VARIOS 11005,PZA,003020          ,5.9992
225,LKS400020728,LAMINA 68245785 UNIKNJL 7295 B,PZA,001021          ,4.1712
225,LKS400020776,LAM. 1264124 CAJA PERLA 1-MF,PZA,002012          ,2.2549
225,LKS400020778,LAM. 1264004 CAJA PERLA 2.5 MF,PZA,002012          ,2.6458
225,LKS400020816,LAM. 68402526 UNIDOCH 7604,PZA,001021          ,2.6833
225,LKS400020849,LAMINA RALOY 11177,PZA,003020          ,2.909
225,LKS400020850,LAMINA RALOY 11178,PZA,003020          ,3.6742
225,LKS400020890,LAM. 4141 SAURIS,PZA,002004          ,5.0926
225,LKS400020922,LAM. GENERICA W15 Y W16,PZA,44              ,3.9763
225,LKS400020939,LAMINA 303001018 PUEBLA,PZA,792             ,4.6915
225,LKS400020985,LAMINA CAJA LARA 4-MF,PZA,44              ,2.9638
225,LKS400020993,LSM. No.10,PZA,000999          ,7.1735
225,LKS400021095,LAM. 1287135 CAJA LARA 2.5-MF,PZA,44              ,2.6458
225,LKS440018648,LAM C-43 WETTER IS BETTER,PZA,162             ,4.1563
225,LKS440019226,LAMINA 50008237 S215C,PZA,827             ,3.8535
225,LKS440019378,LAMINA 303000022,PZA,792             ,5.2752
225,LKS440019622,LAM EMEE-515 CORRUGADO GENERIC,PZA,778             ,9.6394
225,LKS440019872,LAMINA 60400208522,PZA,115041          ,4.2923
225,LKS440020836,LAM. CAJA KIT PRATSA,PZA,836             ,15.38
225,LKS440020944,LAM. 68477172 UNIKNJO 5468,PZA,001021          ,3.7204
225,LKS440020956,LAM. 2054016 MJNEWMP 6559,PZA,001021          ,6.5591
225,LKS440021004,LAM. 60400215809 BOB AFRICA,PZA,115041          ,4.4049
225,LKS550018686,LAMINA 70509063 OXIGEL POUCH,PZA,778             ,6.483
225,LKS610020869,LAMINA 4272 GRANELES MODERNA,PZA,002004          ,7.0483
225,LKS710018705,LAMINA ACUABOX 74 ROSA,PZA,162             ,17.339
225,LKS710315907,LAMINA 70504236,PZA,778             ,10.7826
225,07000954A,GRAB.OWENS AMERICA 13OA,PZA,000954          ,5637.6
225,07000963,GRAB.ENDULZA.LA ESMERALDA No.1,PZA,000963          ,1775.66
225,07000980A,GRAB.SABORES INT.OAXACA 6 BOT,PZA,000980          ,1829.7
225,07000982B,GRAB.FRESH PROD.NP TIERRA JALU,PZA,000982          ,7937.5
225,07000982C,GRAB.FRESH PROD.NP TIERRA HIGO,PZA,000982          ,3464.5
225,07000991D,GRAB.SOL.PAPEL CARTON GALÓN 1,PZA,000991          ,2236.77
225,07000991M,GRAB.SOLINPACK PROYECTO 90,PZA,000991          ,0
225,07000991N,GRAB.SOLINPACK PROYECTO 91,PZA,000991          ,4385.01
225,07001031,GRAB.SERVIPACK CAJA 1,PZA,001031          ,1600
225,0701912303,GRABADO SH-2464 Cia Nal.Abresi,PZA,003002          ,192
225,0703552307,CIA.MANUF.DE VELADORAS (137),PZA,7043            ,246.4
225,0703932307,PROFINA (31/25),PZA,007001          ,3613.5428
225,0703942207,GRAB.PROFINA 31/22,PZA,7001            ,1781.12
225,0709212307,Grabados env. vitropar11,PZA,007002          ,2936
225,0709882310,USHER(PEPERMINT-SPAGARMINT),PZA,10001           ,156
225,0710011BA,GRAB. HELVEX,PZA,10011           ,1304.1734
225,0710011F,GRAB.HELVEX 0269-0036-0297-167,PZA,10011           ,5672.1497
225,071013T,GRABADOS PAPELERA CUAUHTEMOC,PZA,1013            ,619.5176
225,071021-15,GRAB.TECNOPACK 68245801,PZA,1021            ,6109.83
225,071021-42,GRAB.TECNOPACK 68123290,PZA,1021            ,5238.3
225,071021-B3,GRAB.TPC 209373 36 VELVET,PZA,1021            ,1368.133
225,071021A-10,GRAB.TECNOPACK 68486601,PZA,1021            ,3047.22
225,071021A-17,GRAB.TECNOPACK 68519384,PZA,1021            ,6133.2
225,071021B-2,GRAB.TECNOPACK SEDAL 350+MOUSE,PZA,1021            ,1091.7947
225,07115008B,GRAB.SIVI REVESTIMIENTOS GDE.,PZA,115008          ,833.08
225,07115039C,GRAB.KAMAFIL PROF MED F24 DW,PZA,115039          ,1131.76
225,07115052A,GRAB.MANAF  PAQUETE 2 Y 4,PZA,115052          ,742.14
225,07115058N,GRAB.POLIURETANOS MP-COR-0061,PZA,115058          ,15905.34
225,07115092,GRAB.THERMOFLUIDOS CAJA No 2,PZA,115092          ,500
225,07115111,GRAB.PROD.RICOLINO SAPI 51390,PZA,115111          ,5358.57
225,07115124,GRAB.BIOEMPAK CAJA MED CL01,PZA,115124          ,2922.39
225,0712001F,GRAB.GPO.OSMAR CA-ED-280,PZA,12001           ,8146.17
225,0712782315,UNILEVER(380321MIL HOJAS 10KGS,PZA,15013           ,1823.6
225,0713002E,GRAB.CARR EMPAQUES CMBJ 24 NVO,PZA,13002           ,1483.51
225,0713002H,GRAB.CARR EMPAQUES MASTER V.24,PZA,13002           ,1821.15
225,0713502311,GRAB.FLORES SN.FCO ROSA 400 T,PZA,11008           ,4266.2401
225,0714122315,UNILEVER(380298DECORACION 10KG,PZA,015013          ,1873.6
225,0714372323,GRAB.ELECTROMAG C17-125-0,PZA,6012            ,1665.8401
225,0718262215,GRABADOS UNILEVER 380322,PZA,15013           ,714.56
225,0719042306,OSRAM DE MEX. (LUNAPET FIDE),PZA,006022          ,1249.6017
225,07200,GRABADOS CHAMPIÑONES EL ENCINA,PZA,200             ,2792.7642
225,0720502307,GRAB.COM.MAPASA BCO-148,PZA,7059            ,834.24
225,07205D,GRAB.PROD.MEX. FLEX-ARC,PZA,205             ,4448.08
225,0721162307,GRAB.COM.MAPASA BCO-082,PZA,7059            ,574.64
225,07215323072,GRAB.NACIONAL SOBRES BCO-175,PZA,7056            ,1824.68
225,0721592203,GRAB.DGF MEXICO DAVIS-1,PZA,171             ,1622.72
225,07216,GRAB.TOKAI DE MEX.ZGM18WM96,PZA,216             ,5561.04
225,0722352207,GRAB.ALCOBE CERAMICOS 7X20,PZA,7010            ,2244.0001
225,0724732201C,GRAB.PROD.ALIM.LA MODERNA M-C,PZA,44              ,5792.8005
225,0724752201,GRAB.PROD.ALIM.LA MOD.M-CP-MA,PZA,44              ,7412.8009
225,0724821301,FCA. DE PASTAS LA MOD.(BM/F2),PZA,002001          ,5203
225,07249A,GRAB.IMP.SAN BUENAVENTURA,PZA,249             ,2362.3907
225,0725002306,GRABADO Pino Monarca 4 Navipla,PZA,006019          ,5316.0003
225,0725202203,GRAB.IMPERQUIMIA 18 BOT.,PZA,17026           ,2687.52
225,0725882301,GRAB.IMPORTACIONES TOLEDO IT-2,PZA,1021            ,1023.88
225,07258C,GRAB.ACE.FIFA EM-288,PZA,258             ,1807.1745
225,07262B,GRABADOS HENKEL 1647724,PZA,262             ,943.35
225,07262E,GRAB.HENKEL 2215183 PERT 2 PAC,PZA,262             ,9108
225,07262H,GRABADOS HENKEL 1512569,PZA,262             ,1027.14
225,07262P,GRABADOS HENKEL 1659744,PZA,262             ,1366.29
225,0726482210,GRAB.ALBERTO CULVER G-2500,PZA,10004           ,1342
225,07275,GRAB.GILLETTE,PZA,275             ,2992.4441
225,0727782206,PLASTICOS ALICA(SR-2),PZA,6017            ,192
225,0728112207,GRAB.ALCOBE CERAMICOS TOCETO K,PZA,7010            ,2252
225,0728642211,GRAB.CREMERIA TRIPOLI DOLI N.1,PZA,11030           ,1106.16
225,07290A,GRAB. LABORATORIOS LEROY,PZA,290             ,1282.3801
225,0729162201,GRAB.PROD.ALIM.MOD. ART.BM7,PZA,44              ,480.2
225,073005I,GRAB. ACCO,PZA,3005            ,1659.1
225,073020A,GRAB.RALOY 11407 VALVOLINE,PZA,3020            ,2447.58
225,0730862210,GRAB.ALBERTO CULVER G-1205,PZA,10004           ,1427.36
225,0731302201,GRAB.SYMPACK SERRAL N.3,PZA,328             ,1545.28
225,0731302224,GRAB.SERRAL SERRAL No.3,PZA,6048            ,1616.56
225,0731841108,CHOCOLATES LA CORONA (E-65158),PZA,8027            ,1038.06
225,0731972108,1/2 LTO.,PZA,8007            ,454.4
225,0732202115,NOVARTIS FARM. (34620 COL.225),PZA,15009           ,263.53
225,0732222301,GRAB.SYMPACK SERRAL No.2,PZA,328             ,1438.36
225,0732592301,GRAB.TPC IMP.ENCUADERN.IMESA-1,PZA,1021            ,1760
225,0732601111,TABACO TAPA INES,PZA,11047           ,1630.82
225,0732832315,UNILEVER(380374 72 BARR.90GR,PZA,015013          ,1450.8003
225,07330,GRAB.MILYON,PZA,330             ,1109.6008
225,0733082307,GRAB.DIST.VENUS 4 DVN,PZA,7043            ,316.32
225,0733512311,GRAB.CREM.TRIPOLI 60/90-25/225,PZA,11030           ,992.64
225,073392307,GRAB.PROFINA ART.31/45,PZA,7001            ,1701.92
225,0734011115,COSTO GRABADO (445490-05),PZA,17024           ,166
225,0734032117,EMBOT. MODERNA (TITAN 600 ML.),PZA,1072            ,1445.2
225,0734132307,VELA. AMBIEN.(M-62 VA.) GRAB.,PZA,7025            ,463.325
225,0734171119,AGUA C.Y P.LUVI(1-AP) GRAVADOS,PZA,1               ,986.4
225,0734181119,AGUA C.Y P.LUVI(2-AP) GRAVADOS,PZA,1               ,884
225,0734432303,GRAB. MOSAICOS VENECIANOS MV-2,PZA,2               ,3193.2
225,0734551107,COSTO GRABADOS(CENEFA AFRICA),PZA,7010            ,1178.4
225,0734712307,Grabados Env. Vitropar 14-lb,PZA,007002          ,1212
225,0734741111,COSTO GRABADOS (22/25),PZA,13              ,636.0312
225,0734772307,GRAB.ALCOBE CERAMICOS CENEFA,PZA,7010            ,1073.6
225,0734992108,CHUPA CHUPS IND.(12BARQ.NAV.CA,PZA,8034            ,604.4
225,0735022108,PRODUCTOS SELMOR (E-67124),PZA,8030            ,1428.4
225,0735032120,TERMOFORMADOS NAL.(C-LE001),PZA,15              ,864.8
225,0735092307,ENVASES VITROPAR (16-AR),PZA,007002          ,1338.4
225,0735321115,COSTO GRABADOS(DON JULIO MADER,PZA,31              ,1355.2
225,0735331115,COSTO GRABADOS(MAESTRA GRANDE),PZA,31              ,3552
225,0735411111,COSTO DE GRABADOS (8511-0-1),PZA,11004           ,400
225,0735432115,PRODUCTOS DE MAIZ (030386-01),PZA,15008           ,115.2
225,0735862106,OSRAM DE MEXICO (A19/100W),PZA,6022            ,246.4
225,0735971120,COSTO GRABADOS (LO-001),PZA,48              ,1269.2
225,0736401103,COSTO GRABADOS (MA-1),PZA,63              ,1739.6
225,0736802315,GRAB.SINGER S.A. DE C.V. Nº1,PZA,74              ,599.8
225,0736962207,GRAB.CIA.MANUF.VEL.50/VA,PZA,7046            ,1551.44
225,0737102101,INDUSTRIAL DE FIESTAS (V-10C),PZA,5004            ,1276.8
225,073742303,Grabado NAl.Sobres SH-2474,PZA,003002          ,300
225,0737551103,COSTO GRABADOS (IMPRESOS 1),PZA,003001          ,301.6
225,0737662311,GRAB.GPO.INDS.MORGAN ESLABON 2,PZA,11006           ,460.8
225,0738382211,GRAB.NUTRIGO 2618,PZA,11013           ,4549.2004
225,073841203,GRAB.NAC.DE ABRASIVOS SH2474,PZA,3002            ,1886.0001
225,0738432307,GrabadoSCALA Y CIA.STICKADIDAS,PZA,007017          ,1435.2
225,0738612101,UNIPACK(JUGOMEX)(BOTELLITA),PZA,001001          ,7484.16
225,0738722117,FCA. DE BROCHAS PERFECT (1),PZA,017013          ,291.6
225,073882111,Grabado Nutrigo Sim.2212,PZA,011013          ,1499.366
225,0738922117,G.Sim. 6-6,PZA,G.SIM. 6-6      ,546.8
225,0739232301,GRAB.KOSTAL 71920110000011,PZA,1021            ,1563.32
225,0739521103,Grabado Pollo Mex Pizza Chi.,PZA,103001          ,1448
225,0739562110,Grabados serv.admin. 4fel,PZA,010005          ,758.2
225,0739572111,Grabado nutrigo coo1,PZA,011013          ,573.2
225,0739642106,Grabado OSRAM DE MEX. X50308,PZA,006022          ,600.8
225,0739731103,Grabado D Y W AUTOACC.8X18,PZA,66              ,534.4
225,0740312215,GRAB.PROD.MAIZ 034085-1 MAYONE,PZA,015008          ,1370.4
225,0740402107,GRAB.CIA.MANUF.VEL. V-3"X4",PZA,007046          ,457.2
225,0740542115,GRAB.UNILEVER DE MEX.380290,PZA,15013           ,1119.2
225,0740702115,GRAB.MABESA 4944121440 N.24/14,PZA,17008           ,1932.0001
225,0740742101,GRABADO SABRITAS. S.A. ME4202,PZA,115002          ,1516.8
225,0741012115,GRAB.PROD INT.MABE D-729,PZA,17008           ,3016.8001
225,0741162115,GRAB.PROD.INT.MABE D 0974,PZA,17008           ,4128.4003
225,0741172115,GRAB.PROD.INT.MABE D 0975,PZA,17008           ,4053.7002
225,0741202115,GRAB.UNILEVER VOLUMAX 25 K.,PZA,15013           ,2514.0002
225,0741272115,GRAB.PROD.INT.MABE  ART.D0970,PZA,17008           ,4771.2001
225,0741542303,GRAB.LOCUA S.A. DP-1216,PZA,103010          ,1004.96
225,0741542303G,GRAB.LOCUA DP-1216,PZA,103010          ,2200
225,0741671103,GRABADO INAZ S.A DE C.V. 500g,PZA,103011          ,0
225,0741771103,GRAB.WARNER JEKINSON 12 KILOS,PZA,3006            ,0
225,0741882106,GRAB.LEVADURAS AZTECA ART.12,PZA,6007            ,1334.96
225,0742002115,GRAB.PROD.INT.MABE D-602,PZA,17008           ,2955.9201
225,0742212115,GRAB.PRODUCTOS MAIZ MO0078,PZA,15008           ,2320.5601
225,0742381111,GRAB.DIST.VENUS 30655 EXT.GDE.,PZA,7043            ,4781.48
225,0742562323,GRAB.ELECTROMAG SANTA FE,PZA,6012            ,2063.6001
225,0742762111,GRAB.NUTRIGO ART.P-15,PZA,11013           ,2844.4502
225,0742781103,GRAB.WARNER JENKINSON ROJA,PZA,3006            ,1506.12
225,0742992107,GRABADO COM.MAPASA BCO-081,PZA,7059            ,437.76
225,07430,GRAB.PARAFINAS SAN FELIPE,PZA,GRAB.PARAFINAS S,1769.5983
225,0743102115,GRAB.UNILEVER MEX.380305 BATID,PZA,15013           ,7574.1601
225,0743122107,GRAB.ENV.VITROPAR L-186.B,PZA,7002            ,2049.08
225,0743192111,GRABADOS NUTRIGO P32A,PZA,11013           ,4213.4402
225,07433,GRAB.ALEAMEX S.A 4F,PZA,433             ,906.3655
225,0743322101,GRAB.PROD.ALIM.MOD.SN-2,PZA,44              ,5492.9621
225,0743412111,GRABADO NUTRIGO P-32M,PZA,11013           ,4584.8005
225,0743441108,GRAB.RODABLIS ART.3,PZA,78              ,695.04
225,0743612201,GRABADO PROD.ALIM.MOD. M-CP,PZA,44              ,8835.2012
225,0743622201R,GRAB.PROD.ALIM.LA MOD.M-P,PZA,44              ,4495.2002
225,0744-B4,GRAB. COCA-COLA GENÉRICA 1,PZA,44              ,4062.96
225,0744242101,GRAB.PROD.ALIM.MOD. M-VM,PZA,44              ,8835.2012
225,0744562115,GRAB.UNILEVER MEX.380619 F.DOM,PZA,15013           ,13557.2832
225,0744691115,GRAB.INELAP S.A. 150/100,PZA,4007            ,1892.0001
225,0744861101,GRAB.CHOC.MAYORD. C.SEMIAMARGO,PZA,132             ,972.4
225,0744962107,GRAB.NAVIPLASTIC P.NORMAL N.3,PZA,6019            ,5654.8801
225,0744A-2,GRAB.PROD.ALIM.LA MOD. W9,PZA,44              ,6623.97
225,0744A-6,GRAB.PALM 1287135 LARA 2.5-MF,PZA,44              ,2777.04
225,0744D,GRAB.PALM PERLA 3.5-MF,PZA,44              ,9715.08
225,0744I,GRAB.PALM 1/RG LM 220g 1241101,PZA,44              ,3742.05
225,0744Y,GRAB.PALM PERLA 3 MF,PZA,44              ,1770.16
225,0745022107,GRAB.NAVIPLASTIC PINO NAVI N.5,PZA,6019            ,4140.8401
225,0745122115,GRAB.PROD.INT.MABE D-1129,PZA,17008           ,1832.1601
225,0745562101,GRAB.PROD.ALIM.MOD. C-4,PZA,44              ,4730.8801
225,0745742125,GRAB.OSRAM DULUX FIDE 101331,PZA,6022            ,1420.32
225,0745882128,GRAB.HIELO CRISTAL CHA.500 ML.,PZA,8005            ,1950.0801
225,0746002115,GRAB.PROD.INT.MABE D-1146,PZA,17008           ,2090.0001
225,0746452115,GRAB.UNILEVER 380627 REPOSTINA,PZA,15013           ,1476.64
225,0746502101,GRABADO PROD.ALIM.MOD. RM-11,PZA,44              ,1644.7201
225,0746612107,GRAB.NAVIPLASTIC P.NORMAL N.6,PZA,6019            ,8984.8012
225,0746692115,GRAB.NOVARTIS FARM.245,PZA,15009           ,986.04
225,0746791103,GRAB.APLIC.CALIDAD SUAJE APIC,PZA,8026            ,275.88
225,07468,GRABADOS KOLMAR DE MEX.,PZA,468             ,977.9951
225,0746871120,GRAB.POLIM.DEL URETANO C#2,PZA,175             ,2184.16
225,0747292101,GRAB.PROD.ALIM.MOD. DB-1,PZA,44              ,2678.7201
225,0747321128,GRAB.COM.COR.COMITAN 1/2 LITRO,PZA,152             ,1779.8001
225,0747382223,GRAB.HELLAMEX ME-4,PZA,183             ,2722.72
225,0747512207,GRAB.COM.MAPASA BCO-311,PZA,7059            ,1163.36
225,0747522107,GRAB.COM.MAPASA 200 S.BOLSA,PZA,7059            ,6779.521
225,0747542301,GRAB.PROD.ALIM.MOD.M-CP-MA-15,PZA,44              ,2710.4
225,0747702115,GRAB.PROD.INT.MABE 1324,PZA,17008           ,2302.0801
225,0747712115,GRAB.PROD.INT.MABE 1322,PZA,17008           ,2071.08
225,0747752301,GRAB.HARINERA PIR.ME-201766,PZA,2007            ,2426.1601
225,0747782101,GRAB.HARINERA PIRIN. ME 201874,PZA,2007            ,2367.2001
225,0748122307,GRAB.CONVERMEX CTE-760,PZA,159             ,6270.4404
225,0748362101,GRAB.PROD.ALIM.MOD.ME-VB,PZA,44              ,7359.441
225,0748531110,GRAB.GPO.IMPCO MEXICANO N.2,PZA,179             ,440
225,0748542107,GRAB.VELADORAS PARAISO N.14-VP,PZA,147             ,1241.24
225,0748642215,GRAB.PROD.INT.MABE 1389,PZA,17008           ,3864.5201
225,0748692107,GRAB.ENVASES VITROPAR 430 C,PZA,7002            ,1177
225,0748712115,GRAB.UNILEVER 380264 FLEX BATI,PZA,15013           ,10625.1218
225,0748831125,GRAB.JABONES ARGEMEX CAJA CHIC,PZA,198             ,1099.12
225,07491,GRAB.SUSAZON,PZA,491             ,2294.3673
225,0749142115,GRAB.PROD.INT.MABE 1428,PZA,17008           ,6237.8804
225,0749192125,GRAB.JABONES ARGEMEX NAT SOAP,PZA,198             ,1582.24
225,0749192325,GRAB.JABONES ARGEMEX NAT.SOAP,PZA,198             ,886.16
225,0749232110,GRAB.ALBERTO CULVER G-5504,PZA,10004           ,1016.4
225,0749352115,GRAB.UNILEVER 033171-2 POLLO,PZA,15013           ,2508.88
225,0749352315,GRAB.UNILEVER 033171-2 POLLO,PZA,15013           ,4505.6
225,0749362115,GRAB.UNILEVER 033173-2 CAMARON,PZA,15013           ,2508.88
225,0749372115,GRAB.PROD.INT.MABE 1435,PZA,17008           ,6370.7603
225,0749382115,GRAB.PROD.INT.MABE 1434,PZA,17008           ,6328.9601
225,0749402128,GRAB.ACCO MEXICANA M-1905,PZA,3005            ,2368.96
